,content,sentiment_score,情感极性,情感极端性,外形设计,流量营销,混动车型,自研技术,市场环境,品牌形象
2196,确实不能买，自打买了宋PLUS DMI我变的抠门了,0.835848859,1,0,1,0,0,0,0,0
2197,确实不能一家独大，其他品牌要加油了，只要是国产品牌都支持,0.998851357,1,1,0,0,0,0,0,1
2198,确实很多新能源杂牌车就是来骗投资的，赚一波就走,0.052623099,0,1,0,0,0,1,0,0
2199,确实会死，很多只是组装厂,0.644266587,1,0,1,0,0,0,0,0
2200,确实就是垃圾,0.198303656,0,0,0,0,1,0,0,0
2201,确实垃圾,0.198303656,0,0,0,0,1,0,0,0
2202,确实垃圾，错了吗？,0.224032345,0,0,0,0,1,0,0,0
2203,确实难看 要是弄好看点，真的会更进一步,0.036458914,0,1,1,0,0,0,0,0
2204,确实漂亮，性能也途出，价格也合适,0.996895808,1,1,0,0,1,0,0,0
2205,确实是Low。。看不上。。,0.518591866,1,0,1,0,0,0,0,0
2206,确实是吹出来的，都快吹出太空了,0.100087248,0,0,1,0,0,0,0,0
2207,确实是大部分人无脑吹，现在的价格都什么样了，燃油唐的价格13万，ev唐的价格28万，就是把游改了下电，外观内饰基本尺寸基本没动，吃相不要太难看,0.995541402,1,1,0,0,1,0,0,0
2208,确实是那个外观和内饰如果好的话能更上一层楼,0.882414707,1,0,1,0,0,0,0,0
2209,确实土，怎么样我也看不上！！,0.149177231,0,0,1,0,0,0,0,0
2210,然而你忘了比亚迪前几年也经历过类似的情况，网络更多传达的是情绪而并非理性，就当看戏就行。,0.873047824,1,0,0,0,0,0,1,0
2211,燃油车一直做的就不行。,0.974970116,1,1,0,0,0,1,0,0
2212,让我想到了小米和华为的案例。华为总有一股奇怪的网络力量过度吹捧。小米就是一直被黑。所以我就不听水军的，十年都用了小米品牌。,0.699985187,1,0,0,0,0,0,1,0
2213,人家不只一次说过个人意见 以前还觉得你是挺正常的 终究忘了你是视频短号,0.855376508,1,0,0,1,0,0,0,0
2214,人家都是一百多年的老牌子比亚迪，想一步登天白日做梦,0.062156131,0,1,1,0,0,0,0,0
2215,人家赌对了方向大量资金投入加上时间和技术的积累 适时的市场变化才有了现在的比亚迪 当初被围剿打压的比亚迪不比新势力好过 能挺过来的现在都还可以 也算是优胜劣汰了一波,0.99999194,1,1,0,0,0,1,0,0
2216,人家技术确实好，其他的做不到，只是之前的标很土，现在不会了,0.922495615,1,1,0,0,0,1,0,0
2217,人家买特斯拉，被你们少黑了，？,0.142078435,0,0,1,0,0,0,0,0
2218,人家什么时候打压其他新势力？难道跟理想一样 吹个500下无对手？吹增程第一？这不是做好自己就好？喜欢什么就买什么 过吹只让人反感,0.005160602,0,1,0,0,0,1,0,0
2219,人家说错了吗？比亚迪就是垃圾。,0.09023318,0,1,0,0,1,0,0,0
2220,人家说的是实话，车不只是靠什么能源驱动着一个问题，各种调教匹配，底盘操控和品质耐久性这些都是决定性的问题，这些都是需要时间和工匠精神来沉淀的！比亚迪造油车就是出了名的烂车，咋滴改电它就脱胎换骨了？,0.008016091,0,1,0,0,0,1,0,0
2221,人家想怎么评论和评测都是自己的想法，你这样说我感觉你们都差不多盖棺定论有些东西确实不好，还不准说吗,0.499315526,0,0,1,0,0,0,0,0
2222,人家销量摆在那里呢，群众的眼睛是雪亮的,0.033571977,0,1,0,1,0,0,0,0
2223,人家也是一步一个脚步走到顶峰，为什么要给照顾给新势力？靠自己产品力说话，别让别人跑太快等你,0.997137447,1,1,0,0,0,1,0,0
2224,人家在国外卖的挺好,0.149177231,0,0,1,0,0,0,0,0
2225,人类为什么会进步，就是下一代的人不听上一代的话,0.797617425,1,0,1,0,0,0,0,0
2226,人嘛这玩意不知足这点做好他会挑另一个毛病，喜欢就买不喜欢就不买。,0.605895896,1,0,0,0,0,0,1,0
2227,人民群众需要什么.比亚迪就造什么.没有它做不到的,0.149177231,0,0,1,0,0,0,0,0
2228,人强不如货硬，好东西不用吹，能买不能买消费者自能慧眼识珠,0.037510555,0,1,0,0,0,0,0,1
2229,人太多了.心态不好的人也多.过好自己的生活！选好自己喜欢的车！,0.777949077,1,0,1,0,0,0,0,0
2230,人心向善能做到这几个字的少之又少。我是理想车主，也试过其它新势力的车，觉得做得都挺好的。比亚迪别的车不知道，我也不是车主，但是海豚是我开过的同级别和价格相差不多的车型里，底盘调教最好的。,0.987622869,1,1,0,0,0,1,0,0
2231,人以前说的1.6升是充电使用的油耗，现在说的3.8升是亏电油耗。,0.190566967,0,0,0,1,0,0,0,0
2232,人又不傻，谁好谁不好不只是用说的,0.109189146,0,0,1,0,0,0,0,0
2233,人真是分层次,0.149177231,0,0,1,0,0,0,0,0
2234,认同，电池车都是垃圾,0.120953565,0,0,0,0,1,0,0,0
2235,认真看完这一段，起步早也成了原罪？踩新势力的人一定关联捧比亚迪的人？虽然你说的是段子，可我能感觉出明显的节奏感，我觉得这样不好，你买新势力为什么不买首富的？极少碰见过同时踩捧的人，不好不好。,0.010254434,0,1,0,0,0,1,0,0
2236,任何不耐用的发动机再先进都没用，毕竟穷人多，一辈子买车一台起两台止,0.952786461,1,1,0,1,0,0,0,0
2237,任何产品 竞争到一定底下都会换一个模式继续竞争淘汰历史 这是定律,0.140504858,0,0,0,0,1,0,0,0
2238,任何电车都不碰，除非没油车卖了,0.941148013,1,1,0,0,0,1,0,0
2239,任何品牌都会被一些人人钟爱，也同时被另一些人唾弃。,0.900008005,1,1,0,0,0,0,0,1
2240,任何品牌都有吹捧的，吐槽的，这有啥好说的，产品力才是王道,0.89518123,1,0,0,0,0,0,0,1
2241,日本车一言难尽，总感觉窗户没关紧,0.149177231,0,0,1,0,0,0,0,0
2242,日系车关门，哐,0.327387977,0,0,0,1,0,0,0,0
2243,日系车关门当的一声,0.396864412,0,0,0,1,0,0,0,0
2244,日系韩系都是焊接的门子！,0.777949077,1,0,1,0,0,0,0,0
2245,绒布？我16款艾瑞泽5车门就这样的,0.876108168,1,0,0,0,1,0,0,0
2246,绒布胶条很高级嘛？我自己9万的车也是绒布胶条,0.387558071,0,0,0,1,0,0,0,0
2247,容易火,0.036458914,0,1,1,0,0,0,0,0
2248,如果不是比亚迪品牌会考虑,0.71781023,1,0,0,0,0,0,0,1
2249,如果不是迫于无奈，不会选择，也没有好感。,0.882414707,1,0,1,0,0,0,0,0
2250,如果不是限牌很多次可以选择的,0.589647891,1,0,1,0,0,0,0,0
2251,如果都是你这样的人，那就废了，,0.525113169,1,0,1,0,0,0,0,0
2252,如果兜里有款，我更愿意支持与拥有每一款国产新能源。,0.508985926,1,0,0,0,0,0,0,1
2253,如果没记错。一直都是那这个所谓的新势力在碰瓷比亚迪，比亚迪可不屑于碰瓷这些个新势力！ 全篇个人思想严重，一点不中立，一通废话,1.05E-05,0,1,0,0,0,1,0,0
2254,如果我以后买电动车，就买比亚迪，什么理想，蔚来，小鹏，特斯拉我看都不看,0.585931671,1,0,1,0,0,0,0,0
2255,如果我有这个预算，我就买一台07买一台唐,0.899624037,1,0,1,0,0,0,0,0
2256,弱弱的问一句哈，为什么路上跑的比亚迪都开的那么肉,0.019936832,0,1,1,0,0,0,0,0
2257,三大件怎么样请说一下！,0.295851558,0,0,1,0,0,0,0,0
2258,三辆比亚迪车主，同时也喜欢小鹏，买自己喜欢就行,0.980268,1,1,0,0,0,1,0,0
2259,三年 看清一切说啥都不信了,0.024202427,0,1,1,0,0,0,0,0
2260,三年内暂不考虑,0.18953783,0,0,1,0,0,0,0,0
2261,三年前的比亚迪和10年前的比亚迪不是一个水平的车，现在的比亚迪和三年前的比亚迪又不是一个水平的车。比亚迪的造车水平是有目共睹的，也代表中国的整体工业制造水平在进步！,0.975452751,1,1,0,0,0,1,0,0
2262,三万块的捷达都有，原来我开的是豪车,0.162156131,0,0,1,0,0,0,0,0
2263,三月八号定的海豚顶配。到现在 毛消息都没有。比亚迪现在销量是产能的好几倍。这样真的正常吗。等的都想退了，当年等福克斯一个半月，A6 两个半月 。现在等了四个月了 真不知道啥时候能有一丁点信息。都麻木了,0.020157211,0,1,0,1,0,0,0,0
2264,刹车失灵，自燃爆炸，珍惜生命，远离特斯拉,0.923193225,1,1,1,0,0,0,0,0
2265,啥东西 走开,0.777949077,1,0,1,0,0,0,0,0
2266,啥都好，就是这个仪表盘太磕碜了………,0.162156131,0,0,1,0,0,0,0,0
2267,啥都好，就是这个仪表盘太小气了，最大的缺点，超级难看，可以换吗？,0.024088863,0,1,1,0,0,0,0,0
2268,啥就是啥 比亚迪现在在我印象还是f3,0.551455647,1,0,1,0,0,0,0,0
2269,啥时候道歉啊？别吹牛逼了,0.339146522,0,0,1,0,0,0,0,0
2270,啥时候说人家打压新势力了？,0.922495615,1,1,0,0,0,1,0,0
2271,啥时候同一款车型电车比油车便宜了或者一样了，就值得入手了,0.998776225,1,1,0,0,0,1,0,0
2272,善良点？你说的是理想的L9还是被做空点蔚来，还是没啥实体按键的小鹏特斯拉？！,0.539293086,1,0,1,0,0,0,0,0
2273,善良一点，让其他车企割一下但是千万别让比亚迪割,0.036458914,0,1,1,0,0,0,0,0
2274,善语结善缘。恶语伤人心,0.797617425,1,0,1,0,0,0,0,0
2275,上海，北京很多地方以前都是地区保护,0.642868411,1,0,0,0,0,0,1,0
2276,上海比亚迪就是滴滴,0.021483086,0,1,1,0,0,0,0,0
2277,上牌50万,0.605370569,1,0,1,0,0,0,0,0
2278,上骗国补，下骗国民,0.897780727,1,0,1,0,0,0,0,0
2279,上秀,0.5,1,0,1,0,0,0,0,0
2280,上一条深蓝高速故障,0.974970116,1,1,0,0,0,1,0,0
2281,上周五买的，五天开了3180公里，1.9吨，有点费油，百公里0.6元。,0.230679898,0,0,0,0,0,0,1,0
2282,少部分吃饭吃流量的，那种人的话当作听不见就行了,0.171578628,0,0,0,1,0,0,0,0
2283,少带节奏，我就是比亚迪车主，我也没去喷任何新势力车，因为都是国产。你说的这种人应该是特孝子,0.779625518,1,0,0,0,0,1,0,0
2284,少在这里吹他吧,0.023174265,0,1,1,0,0,0,0,0
2285,少壮不努力，长大XXD,0.604144076,1,0,1,0,0,0,0,0
2286,设计丑，悬架差，地盘不过硬，除了电技术，其他真都不行。真心想BYD和吉利或者理想合作一把造一个神车,0.000683513,0,1,1,0,0,0,0,0
2287,设计真的不行,0.416783127,0,0,0,0,0,0,1,0
2288,社会需要不同的声音，求同存异,0.162156131,0,0,1,0,0,0,0,0
2289,涉及到我们国家自己的民族品牌，很多时候不是品牌及其东西的问题，而是某些人的问题,0.99425522,1,1,0,0,0,0,0,1
2290,摄像头劝退多少人,0.449177231,0,0,1,0,0,0,0,0
2291,谁？谁说的？发生什么了？说什么都得有根据，也不能以偏概全，也不要总是想标新立异的找话题。,0.019936832,0,1,1,0,0,0,0,0
2292,谁不送部给我，我就喯谁,0.049177231,0,1,1,0,0,0,0,0
2293,谁给了B Y D自信啊，特斯拉呗,0.862038576,1,0,1,0,0,0,0,0
2294,谁口碑加试驾感受好就买谁！正常人买车一看是个新企业新品牌犹豫一下然后选择大品牌也无可厚非吧！没那么多人去抹黑新势力吧？新势力比亚迪宝马奔驰本田丰田都有捧得都有踩得很正常世界上没有一辆车是所有人都满意的,0.994244992,1,1,0,0,0,1,0,0
2295,谁能早过一汽？,0.049177231,0,1,1,0,0,0,0,0
2296,谁说成本高就好了？他们说成本低利润高的车才是好车,0.449177231,0,0,1,0,0,0,0,0
2297,谁说的，我们西安比亚迪卖的很好,0.18953783,0,0,1,0,0,0,0,0
2298,谁养的,0.675,1,0,1,0,0,0,0,0
2299,身边同事都订了三辆比亚迪秦了，你让我情何以堪啊,0.899624037,1,0,1,0,0,0,0,0
2300,身不能至心向往之,0.978846722,1,1,1,0,0,0,0,0
2301,深圳的出租车全是比亚迪，网约车百分之六十也是比亚迪。。。,0.922495615,1,1,0,0,0,1,0,0
2302,什么都好就是外观不好看,0.862038576,1,0,1,0,0,0,0,0
2303,什么混动？实际能跑50公里加上F3的发动机,0.433306369,0,0,0,0,1,0,0,0
2304,什么价格？,0.457865887,0,0,0,0,1,0,0,0
2305,什么叫动了别人蛋糕？,0.84379389,1,0,1,0,0,0,0,0
2306,什么叫新势力？理想的L9出来各种对标。咱就说你凭什么几年的一个互联网公司随随便便就超过了50年底蕴的车企了？技术不够，拿互联网来凑吗？比亚迪好不好至少人家在研发自己的技术。理想是卖软件的。,0.226292957,0,0,0,0,0,1,0,0
2307,什么叫用户思维？能开不就行了,0.313385808,0,0,0,0,0,0,1,0
2308,什么民族品牌，民族企业？,0.980864631,1,1,0,0,0,0,0,1
2309,什么奇怪的理论。长安。奇瑞吉利呢是老几？,0.817206377,1,0,0,1,0,0,0,0
2310,什么时候有纯电,0.600461074,1,0,1,0,0,0,0,0
2311,什么造车新势力,0.937966143,1,1,0,0,0,1,0,0
2312,什么造车新势力？以前叫杂牌军好不好,0.382994896,0,0,0,0,0,1,0,0
2313,什么这几个年轻人，不要想取得年轻人的共鸣,0.978977739,1,1,0,0,0,1,0,0
2314,生活随心而动,0.906593676,1,1,1,0,0,0,0,0
2315,生锈让你怀疑人生,0.019969508,0,1,1,0,0,0,0,0
2316,省钱的车，冷天，460左右，热天，520左右，、,0.004422427,0,1,1,0,0,0,0,0
2317,失控特斯拉，自燃比亚迪,0.162156131,0,0,1,0,0,0,0,0
2318,实话 我有汉和特斯拉，开哪台车都有人有话说，很不能理解，各有所好的东西为什么那么多人各种喷。,0.18953783,0,0,1,0,0,0,0,0
2319,实话，捧可以，但是不能吹！更不能为了吹而不能让别人说不好！,0.001712757,0,1,1,0,0,0,0,0
2320,实话就是垃圾,0.031700359,0,1,0,0,1,0,0,0
2321,实话实说，刀片电池安全性低，三元锂是因为燃点低。其他方便比亚迪确实挺好。,0.267467237,0,0,0,0,1,0,0,0
2322,实话实说，什么理想one，岚图之类的新能源，难道不是资本造车，都是来圈钱的，哪天风口一变，全都卷铺盖走人了，你找谁去,0.020082783,0,1,0,0,0,1,0,0
2323,实话实说，我就想知道为啥不卖十五万,0.009100327,0,1,1,0,0,0,0,0
2324,实话实说，现在感觉开汉和唐的比奔驰有逼格,0.882414707,1,0,1,0,0,0,0,0
2325,实话实说，现在感觉开汉和唐的比奔驰有逼格,0.882414707,1,0,1,0,0,0,0,0
2326,实话实说，中国的汽车市场就是这样，并不是某一个品牌喜欢靠攻击别人取得成绩，而是几乎所有的品牌不论国产还是合资，都是同样的套路，谁不这么做，谁就吃亏，还有一拨人，谁给钱就帮谁，单指某一个品牌是不公平的,0.878821211,1,0,0,0,0,0,0,1
2327,实话实说而已,0.142078435,0,0,1,0,0,0,0,0
2328,实话说 比亚迪当年油车给我的坏印象太深。到现在出的电车我还接受不了。,0.987622869,1,1,0,0,0,1,0,0
2329,实际情况是新势力和特斯拉一起鄙视比亚迪,0.045619045,0,1,0,0,0,1,0,0
2330,使用三年后才真正的知道谁是霸主,0.049177231,0,1,1,0,0,0,0,0
2331,世界上最成熟的电动车企业 经过时间验证的,0.699985187,1,0,0,0,0,0,1,0
2332,世上就两种混动，丰田混动和其他混动，没什么好当战狼的，亚洲龙混动4个油不到。虽然我家里没有一台丰田,0.98997315,1,1,0,0,1,0,0,0
2333,市场经济。市场经济。市场是群主用钱投票出来的。要改变只能在的厂家努力。比如比亚迪销量市值超越大众。追赶丰田一样,0.068499562,0,1,0,0,0,1,0,0
2334,市场竞争 销量是王道,0.565884627,1,0,0,1,0,0,0,0
2335,市场来验证好与不好，踩坑是每个人必走的路,0.313385808,0,0,0,0,0,0,1,0
2336,市场已经定论了，我第一辆车是F3，第二辆是秦,0.380623081,0,0,0,0,0,0,1,0
2337,市值说明一切，比亚迪就是牛,0.603216763,1,0,1,0,0,0,0,0
2338,势头持续下降时有些人拿不住了 到升了的时候眼红了 只能硬黑解解气了,0.339146522,0,0,1,0,0,0,0,0
2339,事实就是比亚迪最好 什么新势力都不可靠 当然有钱玩玩无所谓 辛辛苦苦赚钱的普通人还是闭着眼买比亚迪好,0.980582072,1,1,0,0,0,1,0,0
2340,事实证明新势力还是欠缺，加上现在都涨价，确实比亚迪是最优选，零跑和比亚迪都买过,0.683876296,1,0,0,0,0,1,0,0
2341,试驾过，感觉太大了,0.049177231,0,1,1,0,0,0,0,0
2342,试驾过才有发言权，同价位我还是选择比亚迪，CRV和RAV4都试驾过，最后还是选择比亚迪宋，舒适度和驾控感受都不如宋DMi，虽然被身边的人说不值得，但是我自己喜欢，管别人怎么说呢,0.99999793,1,1,0,0,0,0,0,1
2343,试驾了比亚迪汉和极氪，有一说一我觉得后者比前者更懂我需要什么，不管从接待体验到驾驶体验，我觉得我会选后者,0.606344742,1,0,0,1,0,0,0,0
2344,视频结尾彩蛋是关键,0.952004642,1,1,0,1,0,0,0,0
2345,视频看着不咋样，实车还可以,0.186911154,0,0,0,1,0,0,0,0
2346,视频一般在吹车门，仔细一看领克用料比这万一讲究多了,0.619908361,1,0,0,1,0,0,0,0
2347,是不是自动驾驶,0.026569741,0,1,1,0,0,0,0,0
2348,是个正常的中华儿女都会支持国产，历史外国一直想着入侵，国人就跟风买外企商品广告打的好觉得大牌，以前也经常听日产车出问题，现在老外放个屁有些人也觉得香，文化入侵，国企怎么有经济发展！捧着难怪被歧视！,0.99915637,1,1,0,0,0,0,0,1
2349,是过渡产品，却是目前最符合大家用车需求的,0.378740722,0,0,0,0,1,0,0,0
2350,是混动就是垃圾，不是比亚迪的混动是垃圾。,0.015401371,0,1,0,0,1,0,0,0
2351,是金子总会发光,0.553635649,1,0,1,0,0,0,0,0
2352,是你中邪了吧？,0.862038576,1,0,1,0,0,0,0,0
2353,是谁给了比亚迪信心？是世界第一的，海军部队,0.797617425,1,0,1,0,0,0,0,0
2354,是他自己做的好，不是该好,0.162156131,0,0,1,0,0,0,0,0
2355,是呀，在这个世界上，孤辰始终难耀，众星才能永辉，有更多的竞争，也会给我们更多的体验，也会让车企做得更好支持比亚迪，也支持所有国产车,0.981249087,1,1,0,0,1,0,0,0
2356,是这么回事 也不全是这么回事 做车还是需要实实在在的科技投入 有些新生代说的比做的多 制造业要做强做大 光会营销是不可能的走远的,0.36260329,0,0,0,0,1,0,0,0
2357,是真诚恳啊，你是第一个让我留言的评车的,0.514576151,1,0,1,0,0,0,0,0
2358,是真的垃圾，27万公里了，电池还没有坏,0.052609614,0,1,0,0,1,0,0,0
2359,适合自己最好,0.897780727,1,0,1,0,0,0,0,0
2360,收了多少錢,0.162156131,0,0,1,0,0,0,0,0
2361,收了好多,0.023174265,0,1,1,0,0,0,0,0
2362,手机丢了咋办,0.032812365,0,1,1,0,0,0,0,0
2363,手机只买华为，买车就买比亚迪！,0.440844198,0,0,0,1,0,0,0,0
2364,首富不该是红旗吗？哈哈哈,0.737348543,1,0,1,0,0,0,0,0
2365,首富的车不一定多好，小年轻的车不一定不好，世界没有绝对，但是有个词叫做技术积累!这个不能否认,0.999469171,1,1,0,0,0,1,0,0
2366,首先，如果比亚迪电池靠宁德时代，那么没有优势！因为大家同时属于拼凑攒车。所以得承认比亚迪确实优势在这儿。但是没必要打压任何车企。公平竞争良性循环才能挣到钱，内卷就是谁也没钱赚,0.000338588,0,1,0,0,1,0,0,0
2367,首先你觉得你的比喻哪点恰当？其次你臆想出来的这个剧情有没有真实事件做支撑，是个例还是你说的这个剧情代表现在全部都这样，你总得有数据支撑吧，我说的对吧，否则你就是在造谣，对吧，人家可以告你名誉诋毁,0.696693555,1,0,1,0,0,0,0,0
2368,首先现在选择比亚迪的 并没有因为它17年 比亚迪真正的起飞是dmi也就短短2年，去他新势力都比比亚迪早，只能说比亚迪17年磨一剑。,0.922495615,1,1,0,0,0,1,0,0
2369,售后貌似不行，拆螺丝都要去官方店,0.010251318,0,1,0,0,0,1,0,0
2370,售前售后极差,0.015464504,0,1,0,0,0,1,0,0
2371,刷到很多的评车人，你是我最认可的一个，说的非常好，现在就是有很多这样的人,0.629577218,1,0,1,0,0,0,0,0
2372,双标玩意 夸比亚迪买特斯拉,0.221000582,0,0,0,0,0,0,1,0
2373,双层玻璃不？,0.142078435,0,0,1,0,0,0,0,0
2374,水军：BYD可以吊打全宇宙，能和宇宙飞船肩并肩,0.665735909,1,0,0,1,0,0,0,0
2375,水军最多的品牌，泰迪无处不在,0.978553358,1,1,0,0,0,0,0,1
2376,说BYD好 你有二台特斯拉,0.032812365,0,1,1,0,0,0,0,0
2377,说白了，你的所有视频不就是捍卫自己的利益？没必要阴阳怪气的吐槽别人买什么，看你那嘴脸就觉得想河马,0.939925414,1,1,0,1,0,0,0,0
2378,说白了，你还是想削弱比亚迪的影响力，从而抬高为你充值的造车新势力，比如你一直捧的理想one，仅此而已。,0.937966143,1,1,0,0,0,1,0,0
2379,说白了成本 成本 成本你又要好又要便宜那是不可能的，你又贵了，人家又不觉得你这个品牌不值 这只能怪别人的一个固定思维，如果把这辆车打上一个奔驰标，那可能就卖多几十万。,0.065881113,0,1,0,0,0,0,0,1
2380,说白了黑的人心里酸的成分大点，网上敲键盘谁不会，现实中自己能不能消费的起心里都有数,0.892429532,1,0,0,0,0,1,0,0
2381,说白了就是看不惯那个拜托泰迪狗的嘴脸，与车没多大的关系！,0.820119693,1,0,1,0,0,0,0,0
2382,说比亚迪，应该做的好，拿了国家的钱的，请看看北汽，和广汽,0.313385808,0,0,0,0,0,0,1,0
2383,说比亚迪车主贬低新势力车企，这是无中生有吧，声明我家没有比亚迪。,0.074493202,0,1,0,0,0,1,0,0
2384,说到底，还不是钱的事吗？为资本家争来争去的，值当吗,0.016556181,0,1,1,0,0,0,0,0
2385,说得很好，不过我还是会买老车企的车，起码是经过市场和用户验证的！很多新兴品牌不一定不好，但是质量和服务还是需要长期验证的！甚至现在有些新品牌都没有自己的产线靠别人给代工，不想当小白鼠！,0.873047824,1,0,0,0,0,0,1,0
2386,说的很实在 我十年前卖的时候 就开始宣传刀锋电池 但是老百姓都不认啊 但是现在老百姓买比亚迪却说电池好 技术先进 你说有趣不,0.928104374,1,1,0,0,1,0,0,0
2387,我是理想和比亚迪汉车主，优缺点我比较的非常明显。在机械表现方面确实理想有太多可吐槽的，但是车机，以人为本的理念，销售，售后的服务。真的是所有传统车企，当然包括比亚迪是完全没办法相比的。,0.049177231,0,1,1,0,0,0,0,0
2388,说的真好每一句都说到我心坎里，上午的理想，现在说的比亚迪，我真的觉得汉哪都不错但就是你说的原因没有选他,0.670785546,1,0,1,0,0,0,0,0
2389,说的真真实，以前比亚迪还没电车的时候，比油耗比价格，后来特斯拉进入中国市场之后比亚迪才出的电车，又跟特斯拉比这比那的，说比亚迪的好没关系，关键最恶心就是踩别人来抬高自己，这就是所说的大国风范,0.994004571,1,1,0,0,0,1,0,0
2390,说句实话。买了宋，这辈子不会再买比亚迪，真心不行，价钱不低。质量真不怎么样,0.162140915,0,0,0,1,0,0,0,0
2391,说了半天就是怎么感觉酸味十足？因为现在比亚迪已经可以做到让喷子们住嘴了！所以不服！很酸！,0.336458914,0,0,1,0,0,0,0,0
2392,说了这么多，难道群众的眼比不上你一个人眼，产品没有竞争力谁会去买单，什么品牌都一样 别人能成功说明产品有竞争力,0.515754436,1,0,0,0,0,0,0,1
2393,说明他口碑很好，所以大家口口相传，而且人家这么多年的造车经验和稳定的售后 新势力凭什么和人家比，人家多少年 新势力才多少年 新势力过上几年消失了 顾客售后维修找谁去？ 谁愿意拿自己钱给别人买单？,0.003522249,0,1,0,0,0,1,0,0
2394,说那个胶条上的绒毛就有点扯了，少恰点钱,0.134581177,0,0,0,1,0,0,0,0
2395,说那么多。看下应急灯开关在哪里？万一高速忽然急刹车想打双闪你看下,0.629577218,1,0,1,0,0,0,0,0
2396,说啥的有，今天见一个说秦亏电10个油,0.18953783,0,0,1,0,0,0,0,0
2397,说少了，贴奔驰标的2000万,0.503078173,1,0,1,0,0,0,0,0
2398,说谁发展的早获得的资源有什么用呢？这是酸葡萄心理吧。用户选产品是看产品的综合性能性价比等等，还有是否符合自己的预期。这跟谁获得资源多少没关系。你喜欢别的品牌的也没错啊，各人选择,0.999916538,1,1,0,0,0,0,0,1
2399,说什么无所谓，看销量就是答案,0.131989748,0,0,0,1,0,0,0,0
2400,说实话 不好看,0.18953783,0,0,1,0,0,0,0,0
2401,说实话 我会给别人推荐 但是我也不会买 确实比较 C,0.825034769,1,0,0,1,0,0,0,0
2402,说实话 我买比亚迪 也就是便宜才买的,0.538158259,1,0,1,0,0,0,0,0
2403,说实话，你的思维逻辑有问题。,0.738484444,1,0,0,0,0,0,1,0
2404,说实话，我是见过抖音上有号只拍比亚迪和华为故障视频的，所有作品都是各种故障。但是我没看到哪个号只赞这两个品牌的。你们呢？,0.071043472,0,1,0,0,0,1,0,0
2405,说实话，我一直开国产车，主要是穷，之前换了两个哈佛质量还行，对比亚迪一直就是一个概念烂铁皮，现在开的宋dmi我觉得也挺好可能期望值比较低吧一分价钱一分货么，售后服务也挺好推荐浐灞正耀店别去北郊,0.659550485,1,0,0,0,0,0,0,1
2406,说实话比亚迪除了唐二代好看，其它车型都好丑，感觉设计师跟不上节奏一样,0.556291293,1,0,0,0,0,0,1,0
2407,说实话比亚迪能火真的想象不到，以前的牌子真的很low,0.147379916,0,0,0,0,0,0,1,0
2408,说实话尾部有点拉胯别的都挺好，个人意见,0.474728456,0,0,0,0,0,0,1,0
2409,说实话要买只能买纯电的，混动的有发动机，比亚迪的发动机是不行的,0.021728221,0,1,0,0,0,0,0,1
2410,说实话支持他，但是路上的比亚迪秦各种占道压线，乱加塞着实很讨厌，不知道你们城市是不是这样,0.032812365,0,1,1,0,0,0,0,0
2411,说实在的，我买了一辆汉ev除了费点轮胎其他的大毛病没有，小毛病能接受并不比之前奥迪给我的感觉差遗憾的就是自动驾驶不思进取内饰比不上理想自动驾驶比不上特斯拉换电池比不上蔚来，不过我貌似没后悔觉得dmi香,0.000315174,0,1,1,0,0,0,0,0
2412,说实在话，没有宋好看,0.882414707,1,0,1,0,0,0,0,0
2413,说说屏幕和门把手，好用不,0.049177231,0,1,1,0,0,0,0,0
2414,说一说理想老板说‘’前排司机低人一等‘’的言论,0.030170265,0,1,1,0,0,0,0,0
2415,说这个唐会立场有点问题了就,0.313385808,0,0,0,0,0,0,1,0
2416,说这些有什么意思呢？好像只有你一个人才看得清看得透一样，都糊涂就你一个明白,0.395686466,0,0,0,0,1,0,0,0
2417,说这种话的人，基本上都是没有开过的,0.016556181,0,1,1,0,0,0,0,0
2418,丝毫不影响员工待遇,0.342047215,0,0,0,1,0,0,0,0
2419,四驱太贵,0.016556181,0,1,1,0,0,0,0,0
2420,宋：我来看看门的风噪音,0.897780727,1,0,1,0,0,0,0,0
2421,宋MAX车主路过！！我支持所有国产！但是也希望所有国产车企能够发展壮大，但是不能套路老百姓,0.999809998,1,1,0,0,0,0,0,1
2422,宋plus dmi 八个月了 全车响,0.777949077,1,0,1,0,0,0,0,0
2423,宋plusdmi车主路过,0.938741627,1,1,0,0,0,1,0,0
2424,宋pro DM路过，个人觉得不错。,0.897780727,1,0,1,0,0,0,0,0
2425,宋pro感觉驾驶员左腿漏风，做首保时去检查一下,0.032812365,0,1,1,0,0,0,0,0
2426,宋因为强度太强，对行人没有保护。在测试上扣了分,0.710427634,1,0,1,0,0,0,0,0
2427,宋有吗？,0.9,1,1,1,0,0,0,0,0
2428,宋咋不能用苹果的,0.873047824,1,0,0,0,0,0,1,0
2429,速马力我没用过，洋哥，真希望你去用一下，评测一下真假！！！！！每天刷到，真有那么好我也去装,0.777949077,1,0,1,0,0,0,0,0
2430,酸酸的人会说别人不好，大家细品,0.882414707,1,0,1,0,0,0,0,0
2431,虽然不是汽车，有一家企业叫华为，好像只有华为才是国产品牌。,0.463670202,0,0,0,0,1,0,0,0
2432,虽然都是国产但是我还是希望看到有实力的国产，不要个个都想立山头最后让外资一锅烩,0.774379598,1,0,0,0,0,0,0,1
